Temperature,Pressure,Vibration,Flow Rate,Humidity,Rotation Speed
80.92463819,44.19195326,0.799685599,47.46427391,72.75141145,8.312753823
81.1321646,37.09553771,0.988635246,71.51379093,54.15833567,2.702028554
71.75650605,38.29645302,0.500142258,53.05706002,76.16741365,3.650844488
85.36768067,37.04826653,0.805537245,37.38692426,58.68742935,7.497618433
83.50189159,37.82833194,0.88607857,77.12982861,71.7461224,11.5291201
75.00256744,27.45971754,0.371495255,36.03758413,51.8868924,8.1597537
73.18005243,34.89669754,0.565794324,47.65373858,59.62027323,7.044998574
71.96461573,33.80468457,1.001967481,81.60443877,75.96579929,5.273067407
78.40169012,32.42714238,0.617477655,61.6431551,64.97614472,4.69883822
72.38648784,30.81316995,0.471092998,50.84057812,82.93849227,14.26933872
72.29651433,37.11178104,0.609511652,70.32878646,59.16744441,9.51496857
77.15540171,31.36536487,0.821704973,54.0679364,69.31444435,6.238934718
75.80126225,35.54462647,0.480579084,60.99781114,78.47802828,2.616671342
76.90752403,30.69958311,0.794191541,42.4396385,77.87665283,5.709309201
76.47725311,38.32313508,0.591001897,49.05967858,78.12797409,4.449420919
72.23788468,41.55634187,0.715333367,50.95818141,49.03604185,8.683297724
79.102825,45.92196114,0.867169057,50.96306959,29.35951858,8.355656973
75.71188332,36.95266089,0.819084113,60.07490196,66.80578822,15.7183919
77.70256229,32.7656975,0.611732991,44.76270528,75.70330621,3.029297612
74.66757982,46.75695479,0.679341642,60.34145814,84.58621059,7.779113464
80.88197392,37.25300261,0.49991054,33.62866317,32.24395854,2.051524978
83.99919,35.08217143,0.591285065,69.92254444,96.90458736,4.954731111
80.04519302,40.22714605,0.533396175,51.38502029,50.62898109,4.295447057
78.51092237,35.19336363,0.620784435,43.57937089,51.35711172,7.241705461
71.86210464,30.43038208,0.525147142,39.95194304,71.50406866,2.401451174
72.42329483,40.48338113,0.815590101,49.23200329,46.43589811,6.21243938
73.82213023,34.61349901,0.890356356,56.7512636,63.33210641,6.969111942
74.81943489,33.10565429,0.680240085,59.20724423,35.72725063,4.876025441
79.66546793,34.19611097,0.635856471,40.75674827,73.55322765,3.278671541
77.3733945,43.03946186,0.756124878,50.22303695,46.21135069,4.420392731
74.65199267,36.31594624,0.635662785,59.90440236,70.65138094,9.253130902
74.03745516,34.00249782,0.689971598,55.25991719,72.1669841,3.459662432
80.50050662,33.78429928,0.975073457,48.94947351,41.50943795,5.421766664
71.86051214,28.07254027,0.404289598,37.94425326,26.71389267,1.816226026
73.12836294,33.3957918,0.533045907,38.37308259,78.50122812,7.439881349
75.45390177,35.5115037,0.732226061,46.86219563,40.90978184,4.144754561
80.79086814,42.57594323,0.604829687,64.32685312,81.54485383,8.210078128
73.39743445,31.6501829,0.912570777,52.39991307,56.96668032,10.08073236
80.3970358,36.32917945,0.600630645,53.50741045,71.60659876,4.4392332
76.30407561,32.92354437,0.662669855,62.96671775,74.82452483,4.177133059
80.20253277,32.02116057,0.72544138,64.88330815,91.62469812,4.818110788
76.35187104,31.86227571,0.496713169,33.13093581,46.96167539,4.122981412
79.59548898,30.68925667,0.717886884,64.28760293,70.5508371,4.463632055
80.02049816,38.15709436,0.922532441,80.82527777,91.54827893,10.65926288
72.98755171,31.22211526,0.621843674,54.23673628,60.05097153,2.167274122
76.87401857,36.01149139,0.533068299,45.46641997,69.14009794,7.476676283
79.27855733,32.94181373,0.522236086,64.14575425,71.05619139,6.296639569
76.35794615,37.38909599,0.87965377,64.961721,61.04770856,11.62163483
76.11979945,38.16343904,0.624224038,64.28713938,56.99049916,12.07219553
78.64772807,41.34782951,0.644549098,41.09003812,32.53180701,6.42656724
73.12137574,39.52831379,0.719133847,46.56920794,69.51540661,2.963705063
74.99535818,33.03893207,0.73542158,54.13103258,61.76791625,5.251799247
81.13922963,44.96706972,0.787515791,46.53970507,72.01796018,4.529536564
82.26789819,31.95815884,0.623032973,41.62596146,34.34747727,3.988195144
71.7450734,32.59488633,0.745537985,52.66525025,82.89913063,3.168587432
74.84774391,32.11025321,0.531004281,51.0484436,53.33080268,8.505612533
78.9620879,53.28545734,0.727016992,62.80575256,84.99309242,21.27190232
73.9397818,31.76838975,0.75880483,54.37071323,75.32840812,12.57678403
75.70594188,38.94392336,0.685435645,63.717041,67.79575354,3.650446535
80.05802319,41.17100203,0.975837498,67.94622029,81.62482106,2.737166031
76.43109845,33.95731171,0.799305614,69.25343893,50.61898432,3.965949074
76.71857412,30.31294916,0.416520441,40.35517724,43.24979956,8.591319039
86.26261985,39.17466402,0.677143439,36.34757483,56.36746531,1.504072596
81.12708676,36.68100633,0.630369423,58.36295403,84.02398248,4.541614463
75.46526482,35.61141857,0.774971463,43.722107,55.62591445,1.875020223
73.03114969,30.57209958,0.528748886,53.3239832,57.59920398,6.046962458
78.81999477,27.70652058,0.462649952,33.33282549,61.28030018,5.885992962
82.25322075,39.87775965,0.737680003,46.54832212,85.01193409,11.65262578
71.86999306,37.47610606,0.772004272,45.07171757,74.71229592,3.223082319
78.32070926,34.64020976,0.571485366,25.39353785,92.97187909,8.237426101
74.08112163,36.0762032,0.381139499,64.24753583,28.60941922,3.197852502
78.4560272,42.59801322,0.780005491,58.83991956,55.81001373,2.725692449
83.78027189,35.90834802,0.812915563,56.21307227,58.64012251,2.342555494
79.21555586,36.37684915,0.383408749,64.26783593,89.68589436,5.459476021
75.63450095,32.36444141,0.682068248,44.48885926,28.22593964,6.091723585
72.91101272,36.2790807,0.815963573,61.74154647,62.44568688,6.807370282
71.78023936,28.68701153,0.377570239,34.95632595,72.67392261,9.465553857
77.21398718,34.96237743,0.483558598,63.29375746,98.40496982,8.313566528
74.70523619,31.43416042,0.501024007,56.59874922,44.35972404,7.410403149
75.15725432,32.74114206,0.897203815,64.20360483,55.4962405,9.549205687
76.37862585,33.572237,0.377031845,30.93156982,42.40378043,1.518201391
78.57061286,40.02405598,0.882110325,44.85272267,60.09556848,4.339783321
80.36826951,35.33411563,0.660628114,61.93023104,82.24320437,9.20683968
73.40908405,33.01631681,0.558281671,60.05478146,66.91915686,1.873613697
76.57104867,37.17958661,0.663404226,63.54193633,74.32731329,5.364569996
76.38576139,34.53248685,0.333891511,46.21933257,67.85013314,6.164149659
71.53167047,31.25283887,0.599466115,74.82494449,62.36459893,21.68330507
72.27905387,29.81903817,0.660469364,57.55377798,79.73660226,3.73664616
73.49254959,35.85243472,0.447542934,41.39061673,54.96060919,6.329514542
77.31078868,36.06405898,0.625192825,60.33685556,47.63002759,13.60964756
80.83776926,32.56378972,0.562044086,46.60613233,81.0049071,14.7936889
79.85546239,31.01213551,0.72682336,63.75428961,57.953962,1.488092621
73.57318478,36.38832593,0.713956658,51.88367715,67.7140135,3.398470823
73.46868173,34.61150339,0.558913131,52.72374863,56.76940012,4.52366233
76.88777755,32.80966504,0.461833211,45.00785228,86.16657667,10.50429959
76.00378026,38.77188395,0.59697645,58.22664568,40.98100759,10.64224381
73.58956536,39.75557369,0.680623201,42.80052384,42.47596851,2.416534256
79.89774358,32.97675266,0.635213026,69.39968828,63.63835722,7.545188246
73.44925381,38.298037,0.743272388,60.02850557,61.03536055,6.205951417
76.16393658,35.37964964,0.61429207,58.52305959,67.58104981,10.536382
72.28187109,32.4226477,0.768391567,53.24056975,64.90282825,8.226506883
77.98519353,40.5135128,0.676429321,50.40071759,45.01764115,12.24025634
78.18927107,28.8015357,0.641032625,56.07459868,81.69577881,2.971427703
76.87177034,35.68921864,0.605642945,46.05113974,58.65036686,5.616856116
73.69228595,35.49176132,0.687920449,38.47888804,38.00586364,6.532372162
77.5108713,35.09801096,0.65424716,39.04131655,51.00469525,5.012266595
77.03550464,30.42072758,0.517118643,51.54914424,61.13004225,1.698703147
73.76355922,30.12265408,0.925433427,52.73918537,53.12182311,9.703422503
81.43282767,37.72996047,0.829616933,62.02476331,84.16133565,7.679992173
75.77348308,32.65497248,0.84073508,47.40464329,56.13465887,6.320310778
72.61047275,32.49402733,0.796041734,54.9724062,84.59617861,11.41058497
76.81325015,36.05002028,0.796845281,56.33898801,70.14347138,2.515137008
75.9637347,27.9137951,0.604733219,44.09446958,52.64541718,4.318562728
74.3712429,28.72229439,0.698644654,33.36460909,52.90766284,5.27360601
84.33086175,40.44523326,0.71179503,45.16493197,74.96349851,4.243182563
74.34784152,31.20545553,0.600315199,53.05986686,20.52040648,1.852600221
80.6779764,36.31638907,0.683355103,56.12780384,64.28982509,8.342511859
79.40443257,31.20139312,0.38655204,51.41337989,53.13466744,9.076251033
74.86871271,37.70415954,0.792758584,73.60802119,53.81202235,5.363564533
74.25941976,35.65298413,0.776995897,53.75388291,66.46917763,3.298279998
74.36969147,37.31365599,1.078242431,43.00325234,63.09626409,14.60362454
74.97022542,34.89744972,0.57554863,61.15714237,70.17394282,7.786314171
73.61401535,37.05098915,0.508612286,40.56221976,81.01677476,9.782647736
77.99589048,37.9339689,0.565358355,43.46370166,69.74832444,4.994685037
76.53926323,34.51731531,0.414559149,50.04611933,73.16635719,13.6776163
73.34532518,30.05559539,0.513838787,49.23142028,79.97838181,1.84680062
76.20018877,32.63424336,0.548390997,25.97545797,48.62489428,9.306712741
78.91136356,33.06255673,0.530693803,50.1831872,73.01310924,8.053866213
73.38091065,37.26785598,0.777770603,49.63132598,33.29510919,6.750033308
83.00042149,32.68444132,0.387563815,51.16281805,70.04589819,3.948618777
77.68331179,41.84400271,0.748189681,63.59754804,65.68437315,1.220951851
76.37189249,34.71266627,0.784720974,38.42558913,67.81102508,2.087559872
84.06527743,28.69505328,0.660362349,67.1046308,26.83198419,1.943779484
74.25629686,27.80334049,0.641998247,46.7303608,54.78634241,3.293182624
77.15292586,36.70216993,1.083252724,75.28173631,83.29656165,9.019088983
74.46936545,32.40637588,0.883149035,59.58286161,76.64365519,11.51962032
72.15185574,31.4986986,0.602103961,42.37299891,30.80602442,4.447202644
76.62183392,32.68463522,0.782532753,44.30429791,60.33514763,5.694694573
82.11230393,32.7151874,0.733714062,38.98547449,87.98390672,6.058312092
73.86134804,34.06235791,0.52181615,57.73387488,79.62407272,6.492569758
77.86453772,34.59045753,0.835231411,44.67693618,68.48359303,3.14845921
76.79993343,35.29965772,0.695647914,47.27142201,39.28922103,5.028732914
77.14475108,31.8415026,0.58962297,53.31335033,61.56726551,6.311611251
74.02611639,34.72396629,0.538033668,52.6830325,65.91280776,4.045443993
81.10662108,36.92286236,0.632461147,54.29184058,69.98561024,5.16722737
78.20869754,36.33404949,0.673073887,43.12742646,89.04979067,9.64385223
73.61990087,31.81332376,0.598786001,47.33967221,48.70093575,4.680161267
72.32529421,39.6286991,0.849490902,77.39848366,80.02529931,3.348107789
75.88942527,38.07023872,0.650280839,54.02966639,77.48305835,6.366849942
73.73851389,36.64081541,0.913344734,52.61991337,79.49014874,4.795982527
75.23851928,38.13669398,0.642706187,19.2030168,42.39227541,5.481197393
80.37291128,34.62775195,0.743572679,49.988912,57.42198444,3.624816608
82.66260115,34.13883039,0.586395744,49.9530494,80.80262961,10.44979695
74.93188304,41.70662887,0.64183784,44.52658106,70.07704461,6.613089222
72.19602139,30.04203026,0.405815283,45.82111473,60.49099895,3.756770318
73.70709456,33.28548863,0.498392591,44.12232522,88.14069675,9.111693425
77.19734209,32.84776237,0.348940701,42.35517375,58.95490451,3.331258507
74.73423925,27.78856173,0.548032697,44.54802485,62.19599229,2.298395625
80.5539508,35.46325498,0.603121383,46.44728306,36.03469366,6.948867612
79.58696975,35.5391851,0.741085908,58.32868485,37.86200758,2.965784431
75.67957765,31.46032789,0.86323471,61.59878563,89.36871929,5.504242626
70.84079437,30.47586051,0.840829926,75.31138531,91.1580849,6.186556585
73.57379355,28.82893886,0.697724401,58.16558123,85.57620981,8.932631692
76.59890939,33.78375371,0.901582431,63.46758235,83.85375843,3.981601788
76.75911713,38.85996274,0.744919242,49.76922022,53.04449632,6.696267757
75.29917601,42.4206152,0.500893761,57.62181354,49.39943757,9.253761779
76.12079222,29.61250456,0.740070817,51.29295504,12.9444194,2.896665248
81.24575976,35.67666396,0.708334314,42.35036917,68.68092281,11.94649501
73.63529467,36.58892743,0.503947279,39.4405652,64.31440671,6.741431566
77.21274304,35.36111308,0.550420145,51.11120523,66.87764821,6.793510225
74.95948534,35.48361846,0.623047702,59.65311172,93.91101495,14.13888085
75.2515109,32.20883827,0.543208471,50.27239236,67.90322089,6.528904692
74.41069628,34.6781919,0.742940006,50.77042877,39.84610641,0.979540134
74.43635922,35.10316895,0.391048514,34.64945615,32.60371307,11.91545414
74.62987308,39.76293467,0.776579692,59.25542534,68.01042046,11.30450306
74.94445635,41.89348998,0.652144793,43.68048151,56.20210086,1.90941618
79.92154434,36.64682801,0.61589162,54.51556036,95.89136903,5.743284746
75.57550782,29.41689931,0.891465376,50.35120053,53.25056045,4.30584723
71.95581141,28.16558821,0.792443227,63.48930755,86.94060264,3.148465608
77.15442878,29.58654337,0.423427283,46.61347729,42.76968094,9.971985712
77.05319284,27.08219681,0.546099925,43.72689237,68.62519507,8.426887825
74.96353461,28.89471134,0.53831953,39.95930073,85.04456906,4.509953629
83.85607352,41.82103464,0.696094272,77.25933811,47.96863678,10.31529807
76.89472212,36.99419751,0.532123081,52.42316166,74.96072244,4.908092714
75.62615755,29.43620418,0.742321418,47.05786739,68.57532984,6.752659708
75.44047008,34.18112494,0.743063549,44.88178671,61.32424255,5.412857043
76.90058088,32.51613753,0.471820111,43.45485179,63.82406939,8.546086991
75.83694716,29.34070448,0.684302985,69.11618431,83.54262641,11.29617128
71.43407123,29.63475324,0.408096594,55.154129,30.36372333,0.835799285
76.79605588,35.7704638,0.902955984,67.69623583,90.35230504,6.506114561
76.53374798,39.42015045,0.563308983,44.13400698,56.80762363,9.322283615
72.84425319,33.86112016,0.512554668,50.69303578,77.50346531,5.024407206
72.63225778,32.88799658,0.814257819,36.44709799,76.16458263,10.42680974
79.80080656,38.94079535,0.533075835,35.75782972,78.18571259,5.388124465
74.88972919,34.22354291,0.706112279,69.47584408,60.46606842,8.926970338
77.10294743,31.33887236,0.783609775,47.3316024,88.86789951,5.904302678
78.15611874,37.46314491,0.65696325,45.89783792,80.28572146,6.174547232
75.96829101,29.31474494,1.037105793,68.19452263,56.69092534,12.20148464
80.03275771,41.84335549,0.743622821,62.42568857,62.45415442,6.238330963
75.32552396,31.69513657,0.701792226,51.46201425,34.74839121,1.444842699
79.40108152,32.65813918,0.613197555,65.20784345,70.41946096,9.398111534
75.92591216,32.34686296,0.481762454,46.90879632,59.83448182,7.706029877
79.70602911,36.31657607,0.528028144,74.12206006,65.69370937,5.263497013
77.46989392,33.56682021,0.558755237,49.25541728,56.53735938,2.611357615
73.25421981,32.80940269,0.811984535,56.31985869,81.55189921,11.77206048
75.736211,28.31598812,0.746260413,46.05561438,21.28490348,1.315953402
78.68012421,31.33331688,0.590088452,64.12012195,66.84092665,5.777203503
74.40694795,31.17941458,0.844690368,51.70881046,88.00459694,9.153525698
82.89885133,40.33471964,0.917097887,59.19455125,30.82182823,19.27227195
77.99491704,33.75132537,0.692410857,56.30770447,76.40820025,12.37639359
75.80262307,39.89366336,0.812037722,30.60704116,58.70041498,7.183482314
83.29108309,33.41894891,0.552196985,33.2531843,28.25252037,7.441045299
72.34015506,33.33780697,0.569538046,68.82177723,83.08674555,13.57421781
75.75037263,32.19643549,0.540627902,39.71460087,56.64575001,5.544002951
72.405254,32.69183638,0.532251466,24.28037442,57.57693136,1.860696847
77.3515042,32.85884352,0.980570006,53.10788276,70.00550666,7.69349695
73.60378006,33.13424198,0.828790719,41.85920673,63.91040126,11.16410385
75.61707192,38.79457725,0.702141967,63.47964899,68.40482359,3.032392041
72.77026838,33.04863606,0.576102245,48.21909026,71.37408827,1.703484632
75.61379721,30.36358728,0.673090391,55.93001,72.56905149,2.735093378
78.41364872,33.19301435,0.527639686,43.79890853,37.17308155,3.406402523
74.41263518,32.70339315,0.726957499,58.49810967,83.88349729,8.418189202
75.95350622,39.15893768,0.467085644,73.32424291,85.95316949,5.606452613
81.39120077,34.24917088,0.559632872,62.6648658,89.32647523,6.643194938
79.68130326,42.18657683,0.603532346,41.99031282,61.59334004,7.496178035
77.22558282,34.83612778,0.818488492,58.07294433,62.29948452,4.064749466
79.81022494,38.64003945,0.633651468,45.02687407,58.64334346,8.388593273
73.51701271,28.99087535,0.382811636,60.14772655,55.66413313,2.089030387
76.03197734,33.44251065,0.909291269,29.89017198,45.6644346,2.655781159
77.63528599,39.16801933,0.592307286,53.56559838,45.15060395,3.297604665
82.20859358,28.76468204,0.779147379,45.30903189,58.78010129,5.761295694
75.50905543,36.63769415,0.807069917,44.72794919,89.05756724,11.60296163
83.40354885,39.20082235,0.411230624,38.81573432,56.41951076,5.710046787
84.73105842,34.99757578,0.901081278,42.18778253,51.33333369,6.538791951
76.22942446,40.96490492,0.979437703,57.86561286,69.73078004,18.32158382
86.03439384,41.24565225,0.805846647,65.28192953,34.97858985,1.117213133
76.37614854,30.81027406,0.498509185,53.46066742,38.47807154,10.77198657
77.15507048,34.82938304,0.41183322,41.44019413,63.89140269,8.058140609
75.35161136,31.87874057,0.824013203,67.8815074,56.82277392,6.08836309
78.80902914,33.84817081,0.877565294,51.68035937,67.51333102,7.453455378
76.24177244,33.92651355,0.903613292,40.40152377,42.01567146,3.925792266
81.14044936,34.96383307,0.581888822,66.54079395,88.37368731,4.058031117
76.74764098,40.34689748,1.070933249,50.09235408,62.12736386,4.931093311
74.77287657,28.76740869,0.55513359,62.03535978,81.58363375,6.861686807
75.70478208,35.38577347,0.554982942,47.88000487,59.95594297,17.08574807
81.72837912,38.42146849,0.415743469,54.11264469,57.86376425,9.6630052
76.80218489,35.25809103,0.710499839,40.95609689,28.76199625,4.673538493
72.87984545,32.37119803,0.441911814,36.521557,72.03353551,4.36115603
76.76288047,28.91661138,0.551684583,40.91923184,42.42930041,9.100811766
80.9940627,35.89292451,0.581166467,49.70377724,75.06260724,4.990239739
79.04127395,45.41192124,0.980502288,58.91392355,66.96051945,7.785656283
74.79279726,33.97701851,0.610325952,58.86525509,52.65462945,9.409721663
74.07519539,28.97115872,0.566789448,29.35940119,57.70307376,2.753601662
74.35800508,32.05589128,0.851311187,69.90307292,61.61544626,6.064580857
77.58668309,48.67789383,0.438932087,37.64011993,64.82689664,10.49503172
71.52722105,31.83936111,0.890352233,41.43333489,20.95544393,0.451937947
72.5121424,30.40120929,0.633446054,45.0401964,93.46007297,1.225922532
81.71839094,34.3993578,0.51726032,62.66210676,91.13421383,3.507909099
76.9287955,34.9351665,0.712587185,64.40190521,95.35626345,5.418974252
76.45143514,33.35498137,0.64906002,43.98626931,35.3960449,3.561146382
71.95713272,36.75441496,0.348780503,35.19471342,55.3327899,0.980676488
76.86901269,42.06427926,0.833885152,65.13051613,38.0730575,4.08499132
87.28633271,40.93082502,0.883179039,68.20408967,84.02998972,6.671357645
76.88391807,35.84553957,0.737517191,53.57247272,57.64758534,8.320017546
78.85112127,32.10792666,0.991404393,44.83902183,71.80530003,5.147403154
79.00649269,36.91033851,0.725606606,52.40973739,58.46578042,3.190119333
73.98759804,32.24113529,0.852750944,83.13531181,50.82181528,8.920664606
78.30686646,32.67071313,0.580177705,72.40926503,81.33379167,12.93580226
74.30601252,31.79049122,0.559718808,55.47491822,39.94388564,2.748315365
73.33479842,30.25678294,0.467996961,39.60352807,49.40747261,7.38955061
75.76544114,32.12674503,0.879065496,69.69406583,44.29988787,2.94054489
74.17891634,32.66462781,0.645288673,47.89525531,33.97352942,2.588870882
75.65198858,32.49964621,0.592055338,58.32687973,51.62819983,5.802873461
76.21094242,29.73907943,0.866633809,47.61877901,78.82980182,4.151168658
74.27198899,38.00276838,0.738694836,67.3578683,86.11752127,6.136868947
74.79627411,35.54757012,0.634146976,52.5639628,82.45465738,8.775637093
72.15627653,30.70403256,0.709421968,43.40335755,71.7879133,4.877090673
74.17062664,34.39437207,0.81869117,51.80903845,63.75025439,17.47032838
74.44823072,38.09425093,0.530939016,47.20650667,34.72876189,5.168533842
72.58854512,37.9638577,0.781386243,56.7756145,57.60463864,2.518581577
77.40527601,33.84708269,0.804284485,48.13281458,87.57346988,6.339763252
76.04173538,38.72127732,0.576359954,48.53198754,94.60858282,5.826613862
77.84748798,29.43297094,0.605635987,51.29820036,73.18379948,4.193518202
74.33959989,36.52856241,0.594774158,38.28959939,71.01369165,7.091933879
77.60326704,32.99964304,0.586015569,51.54499683,89.77114605,11.83235378
74.84978728,28.74383507,0.490227495,43.56600103,79.63834814,8.404704758
79.16834777,41.22544121,0.740130006,69.27220463,74.05447914,11.25291429
73.60327411,37.77049279,0.602302933,56.06235945,60.11688505,7.87093096
80.96946232,41.07631659,0.814543583,70.41441564,58.19942714,6.443370425
78.78047282,36.43130181,0.657600514,54.00357935,67.54577078,14.76934843
76.53454494,36.917943,0.858564015,61.26287274,28.63455181,3.877432333
78.39579369,40.58574109,0.421451611,60.22849891,57.74035488,9.685073843
73.28548456,33.74916357,0.67268248,32.2897948,78.58211213,10.91211216
81.16568366,33.50826795,0.866756838,42.07482652,40.47349058,3.367714762
74.00023278,32.55615591,0.651614462,50.61761474,59.2828299,5.747467128
72.84103724,35.4060134,0.813206955,57.36362607,61.92520881,9.289190309
73.29603249,33.16469251,0.730012401,54.86905139,56.44180156,6.104841689
73.53559369,30.98042599,0.604350416,47.63334304,53.54177907,13.16047966
76.91728467,37.11676866,0.561452707,52.52794287,59.12122363,9.237583793
76.1164066,35.56835351,0.45083437,46.0580623,62.00831866,6.466165759
73.78775814,32.52439846,0.781869725,47.56634178,73.98813385,10.44153382
78.6884171,37.76862093,0.757889049,76.14143656,81.53547892,4.886443753
82.18065361,37.65009512,0.496794161,53.57603303,78.39174253,0.938482854
76.43188181,40.5970708,1.007096317,57.78694455,73.90580357,18.39804511
75.57688556,42.0943964,0.582738491,44.62757044,84.82261519,5.961934239
80.09250768,41.57328714,0.924844957,51.07212371,93.81308006,4.517882867
74.54280722,32.77559358,0.373727572,50.57343543,58.94920773,9.882334703
79.32218958,36.09475662,0.680186418,70.4553753,86.36405322,12.74216387
75.16112684,29.58146966,0.595048956,49.91439057,63.19976541,3.748367809
74.60130867,31.29732258,0.56397804,48.43389223,66.1189926,5.207610013
74.61024676,34.07824925,0.94176102,50.91812599,76.98982458,11.48412154
77.65975992,32.59502081,0.524903635,70.11275651,31.38793957,8.519434094
76.24022667,42.26495643,0.67605803,66.90764689,57.35699361,11.90756431
76.51815512,42.15092171,0.898899038,65.66730503,96.07536306,7.376420475
76.6452839,41.67683557,0.852514004,56.77854791,88.89753211,13.66076461
79.04097938,30.79019301,0.578499698,59.05199489,56.79633491,20.0780606
74.25024811,32.92625944,0.549648239,36.88562241,58.55520569,4.563745737
76.8190037,33.62237934,0.734264424,59.29569192,76.67539551,6.439411859
80.86625239,44.26671428,0.680814671,58.30080319,60.59778924,5.002890454
80.0361775,38.85304384,0.421913011,48.50132124,38.38407494,11.88472958
80.37910672,37.97645573,0.765467184,68.97702065,67.62958927,3.934841301
76.60228734,30.51589461,0.677538706,51.63824029,47.92563728,7.678197018
73.51327951,33.52492098,0.584448023,41.71142306,69.77728104,6.124169043
73.65782002,36.28196331,0.530848669,42.79391417,47.85726023,18.89665794
78.61763918,35.88220862,0.697985341,41.64101432,36.68587163,14.06317846
71.88636879,30.86354452,0.697695945,53.97360968,75.43910473,12.75480527
79.51581213,33.91378925,0.778330206,40.59832833,47.27096533,4.346465129
77.03080875,38.80899181,0.616948435,57.98464175,67.9434487,5.694136548
83.01167679,35.76277462,0.932472891,56.73227213,88.46934475,6.566087519
79.23688708,36.08913023,0.70696136,52.58808033,53.48747717,6.936300538
84.25934229,34.19415,0.625269049,66.25057506,63.23808351,5.867852331
75.26295847,41.55471892,0.577425322,49.98809159,69.75420927,7.636667963
74.60280296,33.41731739,0.968955079,66.29349919,60.04990578,6.745973071
81.53496444,32.28452709,0.717954504,50.31310993,59.23841823,7.828818401
82.77801419,40.73106183,0.79489507,52.43329869,47.60804389,6.206956296
77.68620709,32.58542413,0.459908458,41.07029339,49.46555443,7.918535212
74.64531558,33.38663681,0.822228885,64.12455559,95.08742948,12.36023033
74.69972469,32.66332294,0.5692402,52.8436716,54.2544766,5.36549372
79.57666822,38.28963245,0.930187632,53.03937957,51.25232814,2.455640916
73.67850945,33.36203482,0.883961069,34.20023306,91.88712998,3.379672564
80.604747,33.44912208,0.659961107,49.3158867,72.66098888,10.40766288
80.14786345,41.48882062,0.880528118,53.59412647,60.68488864,7.753778136
80.23532022,29.01043435,0.721934381,54.05333795,70.51014818,13.96631993
76.81722204,38.63066963,0.8266301,50.28277452,31.41362975,4.144391803
79.09604431,34.8035199,0.664115277,64.08191775,89.59195426,6.06940481
75.30849308,36.61903804,0.99236112,71.22226272,87.27602049,6.218805143
75.03813525,31.94302901,0.600898517,40.41877078,53.28031947,8.870965027
78.18307819,48.32290328,0.765483953,52.56495527,63.34681521,9.66500875
79.66687769,39.19106682,0.767712265,39.86476767,26.15890082,10.89794216
75.4863151,33.88183226,0.628157796,39.39421306,58.71882586,6.409297422
74.62158517,32.62107767,0.701718937,67.93256558,73.85018269,3.659936438
73.54581072,31.17980497,0.552255198,56.35753203,60.32642047,5.285005892
82.79342749,31.3490376,0.554362487,46.31180105,67.06199511,14.4449765
77.72464759,33.50002394,0.673655937,51.47713846,83.49083283,9.312217645
